4022.52000000, 0.37029600
4022.51000000, 0.23503300
4022.49000000, 0.00000000
4022.48000000, 1.40982700
4022.47000000, 0.00000000
4022.46000000, 0.00000000
4022.35000000, 0.00000000
4020.83000000, 0.48892700
4016.94000000, 0.94361800
4022.52000000, 0.34766400
4021.84000000, 0.02982700
4021.75000000, 0.00000000
4022.55000000, 0.37029600
4022.54000000, 0.29710100
4022.52000000, 0.00000000
4022.51000000, 0.00000000
4022.48000000, 1.64061800
4021.84000000, 0.00000000
4020.66000000, 0.00000000
4020.49000000, 0.00000000
4020.46000000, 3.00000000
4020.16000000, 0.00000000
4023.80000000, 0.25000000
4022.62000000, 0.00000000
4022.60000000, 0.00000000
4022.58000000, 0.37024100
4022.57000000, 0.00000000
4022.55000000, 0.00000000
4022.41000000, 0.00000000
4021.72000000, 0.50000000
4021.04000000, 0.38682400
4020.67000000, 0.97477900
4020.65000000, 0.94340300
4020.47000000, 0.00000000
4020.46000000, 4.00000000
4007.46000000, 0.00000000
4023.80000000, 0.00000000
4022.58000000, 0.00000000
4022.54000000, 0.00000000
4022.53000000, 0.33025900
4022.52000000, 0.00000000
4022.51000000, 0.00000000
4022.50000000, 0.00000000
4022.49000000, 0.00000000
4022.48000000, 0.65707000
4022.24000000, 0.04599600
4021.72000000, 0.00000000
4021.68000000, 0.00000000
4020.70000000, 0.97481300
4020.68000000, 0.98054800
4020.67000000, 0.00000000
4020.65000000, 0.00000000
4020.47000000, 0.20000000
4019.88000000, 0.00000000
4019.18000000, 0.02211300
4007.39000000, 0.00419100
4023.38000000, 0.02484000
4022.56000000, 0.74051800
4022.55000000, 0.24543600
4022.53000000, 0.00000000
4022.48000000, 0.00000000
4022.46000000, 0.00000000
4022.24000000, 0.00000000
4022.06000000, 0.00000000
4022.03000000, 0.04598600
4020.70000000, 0.00000000
4020.66000000, 0.97459500
4020.65000000, 1.23606700
4019.40000000, 0.00000000
4023.74000000, 0.00000000
4020.67000000, 0.97459500
4020.66000000, 0.00000000
4023.38000000, 0.00000000
4022.59000000, 0.37026300
4022.58000000, 0.21254900
4022.56000000, 0.00000000
4022.55000000, 0.00000000
4022.03000000, 0.00000000
4022.02000000, 0.04599500
4021.49000000, 0.79820300
4020.86000000, 0.01586100
4023.46000000, 0.00000000
4022.59000000, 0.34978100
4022.52000000, 0.01928500
4020.68000000, 0.00000000
4020.42000000, 0.99820000
4019.00000000, 0.27900000
3897.89000000, 0.00500000
4022.00000000, 0.45910000
4021.49000000, 0.50000000
4020.99000000, 0.29822600
3999.27000000, 0.00351600
4022.62000000, 0.37026300
4022.61000000, 0.16212100
4022.59000000, 0.00000000
4022.58000000, 0.00000000
4022.24000000, 0.01586000
4021.58000000, 0.50000000
4021.48000000, 0.00000000
4020.86000000, 0.00000000
3897.89000000, 0.00000000
