0.03418400, 0.00000000
0.03418500, 10.00000000
0.03418600, 7.96500000
0.03419400, 9.92000000
0.03420000, 4.44200000
0.03420100, 8.74800000
0.03420500, 2.38500000
0.03418200, 0.20000000
0.03418500, 9.59800000
0.03419400, 9.92000000
0.03419500, 24.00000000
0.03420000, 4.44200000
0.03420400, 0.00000000
0.03418100, 0.00000000
0.03418200, 0.00000000
0.03418500, 9.25300000
0.03418800, 6.59000000
0.03419400, 4.00000000
0.03420000, 4.47700000
0.03418100, 0.10400000
0.03418200, 0.90800000
0.03418300, 0.00000000
0.03418400, 8.00000000
0.03418600, 0.00000000
0.03418700, 0.46300000
0.03418900, 0.00000000
0.03419700, 0.00000000
0.03427300, 8.70500000
0.03418100, 1.00000000
0.03418700, 0.00000000
0.03418900, 0.46300000
0.03420700, 1.71000000
0.03424700, 2.90000000
0.03424900, 87.00000000
0.03427300, 8.50500000
0.03418000, 3.47300000
0.03418200, 0.00000000
0.03420500, 3.87700000
0.03417900, 1.00000000
0.03418000, 7.47300000
0.03418100, 0.00000000
0.03418700, 0.46300000
0.03418900, 0.00000000
0.03419400, 0.00000000
0.03426800, 27.08600000
0.03417800, 1.30100000
0.03417900, 0.16600000
0.03418000, 4.00000000
0.03418600, 6.69000000
0.03418700, 0.00000000
0.03418800, 0.00000000
0.03418900, 0.46300000
0.03419200, 2.00000000
0.03420000, 4.44200000
0.03420100, 6.74800000
0.03420500, 3.91200000
0.03554800, 0.64500000
0.03417800, 0.23500000
0.03418300, 8.00000000
0.03418400, 0.00000000
0.03419400, 1.99600000
0.03420500, 3.87700000
0.03420600, 7.28600000
0.03421100, 26.31500000
0.03421900, 8.77800000
0.03424100, 0.00000000
0.03417700, 0.00200000
EMPTY
