0.03418000, 0.00000000
0.03417000, 0.00000000
0.03416000, 0.03900000
0.03415900, 0.00000000
0.03415800, 1.34500000
0.03400800, 11.11400000
0.03373200, 0.20100000
0.03373100, 7.68500000
0.03418000, 0.87700000
0.03417000, 8.00000000
0.03416900, 0.00000000
0.03415800, 0.00000000
0.03415700, 0.00000000
0.03415600, 1.34500000
0.03415300, 29.02500000
0.03413000, 45.71200000
0.03412800, 7.57100000
0.03418000, 0.00000000
0.03412800, 7.47100000
0.03287600, 140.24400000
0.03417900, 0.00000000
0.03417100, 2.48600000
0.03415600, 5.24500000
0.03412600, 0.71200000
0.03287600, 105.18300000
0.03417300, 2.48600000
0.03417200, 1.00000000
0.03417100, 0.00000000
0.03415600, 0.00000000
0.03415500, 12.62800000
0.03415400, 22.91500000
0.03415300, 32.92600000
0.03412600, 0.81200000
0.03410200, 0.04000000
0.03406200, 20.00000000
0.03401400, 5.89500000
0.03417200, 0.00000000
0.03416900, 8.00000000
0.03415700, 0.00000000
0.03415600, 1.34600000
0.03415500, 0.00000000
0.03415400, 11.28100000
0.03415300, 29.02500000
0.03413300, 55.08100000
0.03372900, 1.03900000
0.03417300, 0.00000000
0.03417100, 2.48600000
0.03416900, 0.00000000
0.03415600, 0.00000000
0.03415500, 5.24700000
0.03415300, 29.02500000
0.03413400, 23.16500000
0.03401400, 5.69500000
0.03373900, 3.20100000
0.03417100, 0.91800000
0.03400800, 10.52600000
0.03399000, 5.38900000
0.03417400, 0.00000000
0.03413500, 27.36100000
0.03412900, 0.36200000
0.03412600, 0.71200000
0.03400300, 0.49400000
0.03414900, 56.09100000
0.03413300, 0.03200000
0.03412600, 0.61200000
0.03417100, 0.61200000
0.03416900, 0.00000000
0.03415500, 5.24700000
0.03415300, 29.02500000
